label,precision,recall,f1,support
anger,0.1595744680851064,0.17857142857142858,0.16853932584269662,168
disgust,0.0,0.0,0.0,33
fear,0.10714285714285714,0.14285714285714285,0.12244897959183673,21
joy,0.23157894736842105,0.24858757062146894,0.23978201634877383,354
others,0.5225334957369062,0.527027027027027,0.5247706422018349,814
sadness,0.15706806282722513,0.1507537688442211,0.15384615384615385,199
surprise,0.020833333333333332,0.014925373134328358,0.017391304347826087,67
